ORDER_ID,CUSTOMER_ID,ORDER_DATE,TOTAL_AMOUNT,DISCOUNT_AMOUNT,TAX_AMOUNT,STATUS,CREATED_AT
649,50,2025-02-05,0,31.6,13.48,COMPLETED,2025-02-18 08:56:31.0
650,51,2025-12-19,0,37.86,25.39,CANCELLED,2025-03-07 14:19:08.0
651,52,2025-02-20,0,44.59,20.38,COMPLETED,2025-08-22 05:25:45.0
652,53,2025-10-10,0,23.51,26.3,COMPLETED,2025-09-16 07:44:34.0
653,54,2025-05-03,0,19.45,26.11,COMPLETED,2025-11-07 12:37:42.0
654,55,2025-03-27,0,40.24,5.04,COMPLETED,2025-02-28 04:53:58.0
655,56,2025-12-05,0,41.85,14.72,PENDING,2025-06-04 16:45:04.0
656,57,2026-01-10,0,9.27,6.85,COMPLETED,2025-12-31 12:35:11.0
657,58,2025-02-26,0,18.88,12.34,COMPLETED,2025-09-06 03:32:50.0
658,59,2025-11-30,0,15.36,28.02,COMPLETED,2025-03-07 19:44:36.0
659,60,2025-06-13,0,24.27,29.51,COMPLETED,2025-02-08 21:14:45.0
660,61,2025-12-24,0,25.34,21.34,CANCELLED,2025-06-27 06:14:09.0
661,62,2025-02-07,0,9.22,14.61,COMPLETED,2025-04-18 09:49:43.0
662,63,2025-07-04,0,32.57,27.91,COMPLETED,2025-12-28 06:00:18.0
663,64,2025-08-16,0,45.66,15.81,COMPLETED,2025-12-17 05:06:21.0
664,65,2025-03-18,0,6.92,26.72,COMPLETED,2025-04-05 16:57:23.0
665,66,2025-11-04,0,7.67,22.64,PENDING,2025-08-27 16:58:01.0
666,67,2025-05-24,0,41.2,6.17,COMPLETED,2025-10-01 14:51:29.0
667,68,2025-04-14,0,43.2,4.15,COMPLETED,2025-03-08 18:57:17.0
668,69,2025-10-18,0,42.83,13.23,COMPLETED,2025-12-30 20:32:22.0
669,70,2025-02-14,0,47.4,11.11,COMPLETED,2025-07-02 06:52:40.0
670,71,2025-04-29,0,10.84,3.17,CANCELLED,2025-09-29 01:02:23.0
671,72,2025-10-27,0,45.59,13.32,COMPLETED,2025-02-02 18:42:55.0
672,73,2025-10-05,0,41.85,19.2,COMPLETED,2025-04-06 11:21:31.0
673,74,2025-07-19,0,37.82,9.88,COMPLETED,2025-05-05 08:46:10.0
674,75,2025-10-11,0,44.58,25.07,COMPLETED,2025-05-10 04:48:35.0
675,76,2025-02-03,0,31.01,18.11,PENDING,2025-04-09 16:53:43.0
676,77,2025-07-31,0,20.74,3.22,COMPLETED,2025-09-17 00:19:05.0
677,78,2025-03-10,0,43.67,18.57,COMPLETED,2025-07-02 14:59:59.0
678,79,2025-11-10,0,48.28,2.85,COMPLETED,2025-08-19 21:01:44.0
679,80,2025-01-27,0,12.7,10.36,COMPLETED,2025-02-13 16:19:35.0
680,81,2025-05-30,0,41.26,2.59,CANCELLED,2025-10-18 06:40:11.0
681,82,2025-06-15,0,23.67,16.76,COMPLETED,2025-07-17 13:49:15.0
682,83,2025-04-25,0,16.33,21.71,COMPLETED,2025-03-07 03:22:50.0
683,84,2025-07-07,0,47.24,9.6,COMPLETED,2025-11-14 21:31:11.0
684,85,2025-07-21,0,11.81,18.76,COMPLETED,2025-12-22 12:13:03.0
685,86,2025-04-10,0,6.38,14.83,PENDING,2025-08-03 10:24:12.0
686,87,2025-04-03,0,36.12,5.99,COMPLETED,2025-08-02 03:32:50.0
687,88,2025-02-18,0,33.3,18.6,COMPLETED,2025-02-26 06:56:42.0
688,89,2025-05-08,0,44.81,27.57,COMPLETED,2025-07-06 20:20:28.0
689,90,2025-01-16,0,11.01,8.39,COMPLETED,2025-11-10 06:23:48.0
690,91,2025-06-07,0,40.58,6.17,CANCELLED,2025-09-01 05:03:45.0
691,92,2025-03-28,0,45.61,21.11,COMPLETED,2025-05-20 06:08:10.0
692,93,2025-12-02,0,35.43,14.27,COMPLETED,2025-04-24 11:36:59.0
693,94,2025-10-31,0,40.99,11.43,COMPLETED,2025-08-18 11:08:53.0
694,95,2025-07-15,0,15.21,20.88,COMPLETED,2025-07-22 06:01:14.0
695,96,2025-12-27,0,11.77,11.77,PENDING,2025-08-17 21:07:01.0
696,97,2025-11-23,0,33.37,11.92,COMPLETED,2025-07-09 16:23:41.0
697,98,2025-12-17,0,29.81,10.71,COMPLETED,2025-12-14 01:19:44.0
698,99,2025-02-03,0,40.58,13.29,COMPLETED,2025-06-22 21:19:26.0
699,100,2025-02-06,0,12.67,3.81,COMPLETED,2025-02-21 03:17:06.0
700,101,2025-08-31,0,33.34,5.97,CANCELLED,2025-12-06 08:59:10.0
701,102,2025-08-09,0,48.5,9.23,COMPLETED,2025-11-07 00:36:12.0
702,103,2025-12-02,0,32.08,29.99,COMPLETED,2025-12-30 04:50:02.0
703,104,2025-10-01,0,33.17,17.8,COMPLETED,2025-04-18 21:20:53.0
704,105,2025-08-12,0,29.95,26.5,COMPLETED,2025-03-01 16:28:09.0
705,106,2025-07-31,0,6.27,22.25,PENDING,2025-12-23 08:37:26.0
706,107,2025-07-26,0,44.67,9.18,COMPLETED,2025-11-24 11:37:17.0
707,108,2025-01-24,0,25.55,9.64,COMPLETED,2025-03-03 13:53:36.0
708,109,2025-03-06,0,43.56,17.84,COMPLETED,2025-07-24 14:14:16.0
709,110,2025-11-30,0,34.47,18.06,COMPLETED,2025-10-14 06:25:01.0
710,111,2025-10-19,0,21.92,16.94,CANCELLED,2025-09-04 18:09:37.0
711,112,2025-11-08,0,46.13,24.75,COMPLETED,2025-09-02 06:42:51.0
712,113,2025-09-08,0,18.65,13.46,COMPLETED,2025-08-24 15:36:05.0
713,114,2025-11-01,0,42.33,28.53,COMPLETED,2025-03-14 15:25:19.0
714,115,2025-07-10,0,25.4,7.86,COMPLETED,2025-08-20 07:53:16.0
715,116,2025-08-11,0,31.16,2.39,PENDING,2025-01-25 03:06:57.0
716,117,2025-07-29,0,31.12,15.75,COMPLETED,2025-08-19 10:56:06.0
717,118,2025-10-02,0,12.53,29.59,COMPLETED,2025-05-19 16:12:37.0
718,119,2025-02-07,0,24.31,7.58,COMPLETED,2025-05-27 17:10:46.0
719,120,2025-02-03,0,29.82,13.14,COMPLETED,2025-03-22 21:50:54.0
720,121,2025-11-06,0,37.02,16.13,CANCELLED,2025-11-11 23:15:58.0
721,122,2025-09-30,0,16.11,21.3,COMPLETED,2025-08-31 13:21:43.0
722,123,2025-09-21,0,41.78,26.26,COMPLETED,2025-06-29 20:42:07.0
723,124,2025-10-18,0,33.62,7.26,COMPLETED,2025-05-05 22:33:53.0
724,125,2025-01-29,0,7.63,22.97,COMPLETED,2025-07-29 17:16:29.0
725,126,2025-12-13,0,41.21,1.48,PENDING,2025-10-04 02:56:30.0
726,127,2025-04-20,0,34.54,1.53,COMPLETED,2025-11-22 03:29:59.0
727,128,2025-08-26,0,21.55,19.76,COMPLETED,2025-05-04 02:23:16.0
728,129,2025-11-13,0,39.12,17.47,COMPLETED,2025-04-29 07:19:47.0
729,130,2025-03-16,0,38.65,10.74,COMPLETED,2025-04-07 13:31:27.0
730,131,2025-08-20,0,22.09,28.3,CANCELLED,2025-07-08 06:41:18.0
731,132,2025-03-26,0,14.08,10.99,COMPLETED,2025-02-23 13:55:02.0
732,133,2025-07-18,0,49.3,3.59,COMPLETED,2026-01-03 21:29:33.0
733,134,2025-09-04,0,24.58,3.55,COMPLETED,2025-02-12 15:39:00.0
734,135,2025-08-31,0,29.29,9.99,COMPLETED,2025-05-14 14:22:53.0
735,136,2025-06-02,0,20.6,2.86,PENDING,2025-07-23 13:17:05.0
736,137,2025-06-16,0,24.75,8.24,COMPLETED,2025-12-19 23:12:56.0
737,138,2025-08-25,0,29.84,14.34,COMPLETED,2025-09-05 13:23:49.0
738,139,2025-08-05,0,36.46,29.28,COMPLETED,2025-02-24 11:04:37.0
739,140,2026-01-10,0,21.25,5.72,COMPLETED,2025-10-24 09:22:18.0
740,141,2025-05-24,0,9.84,5.78,CANCELLED,2025-04-19 03:41:32.0
741,142,2025-03-26,0,38.06,18.79,COMPLETED,2025-07-02 10:57:21.0
742,143,2025-09-26,0,44.51,11.92,COMPLETED,2025-08-04 05:25:10.0
743,144,2025-12-09,0,23.01,8.08,COMPLETED,2025-01-23 05:23:23.0
744,145,2025-03-20,0,13.59,17.87,COMPLETED,2025-11-05 10:26:28.0
745,146,2025-04-13,0,41.21,8,PENDING,2025-02-09 09:26:43.0
746,147,2025-05-08,0,7.91,27.34,COMPLETED,2025-09-02 13:17:10.0
747,148,2025-03-28,0,16.28,4.98,COMPLETED,2026-01-09 04:15:55.0
748,149,2025-05-21,0,26.37,12.73,COMPLETED,2025-08-13 12:03:39.0
749,150,2025-12-13,0,35.48,1.24,COMPLETED,2025-02-28 12:14:25.0
750,151,2025-09-19,0,33.18,15.72,CANCELLED,2025-07-22 11:23:15.0
751,152,2025-01-30,0,36.69,10.5,COMPLETED,2025-10-10 20:56:08.0
1349,150,2025-08-29,0,35.66,1.49,COMPLETED,2025-06-11 22:24:16.0
1350,151,2025-01-23,0,23.83,4.34,CANCELLED,2025-05-17 21:56:55.0
1351,152,2025-10-31,0,16.66,10.54,COMPLETED,2025-05-10 22:48:21.0
1352,153,2025-08-06,0,7.57,6.06,COMPLETED,2025-05-23 03:23:49.0
1353,154,2025-08-03,0,44.25,21.99,COMPLETED,2025-11-17 17:34:08.0
1354,155,2025-02-13,0,37.28,14.97,COMPLETED,2025-02-15 21:09:42.0
1355,156,2025-09-11,0,28.75,29.45,PENDING,2025-04-21 18:05:05.0
1356,157,2025-09-30,0,20.21,20.47,COMPLETED,2025-02-21 07:39:06.0
1357,158,2025-09-09,0,12.18,22.67,COMPLETED,2025-03-07 18:42:00.0
1358,159,2025-07-01,0,33.56,22.02,COMPLETED,2025-11-09 21:32:42.0
1359,160,2025-09-24,0,17.59,3.53,COMPLETED,2025-12-18 11:31:39.0
1360,161,2025-07-19,0,48.04,4.47,CANCELLED,2025-02-11 20:35:08.0
1361,162,2025-09-10,0,36.89,1.6,COMPLETED,2025-07-04 17:33:25.0
1362,163,2025-04-30,0,36,28.02,COMPLETED,2025-04-28 21:17:59.0
1363,164,2025-10-28,0,49.91,10.27,COMPLETED,2025-10-10 06:18:50.0
1364,165,2025-04-12,0,40.4,16.99,COMPLETED,2025-06-28 05:08:11.0
1365,166,2025-08-13,0,8.43,16.4,PENDING,2025-01-23 10:46:31.0
1366,167,2025-05-05,0,45.46,24.74,COMPLETED,2025-04-15 03:16:52.0
1367,168,2025-11-18,0,41.51,7.44,COMPLETED,2025-08-19 07:56:03.0
1368,169,2025-05-12,0,32.07,25,COMPLETED,2025-05-09 22:03:13.0
1369,170,2025-10-18,0,5.08,8.45,COMPLETED,2025-01-16 13:17:50.0
1370,171,2026-01-02,0,32.15,18.51,CANCELLED,2025-06-25 09:46:27.0
1371,172,2025-11-16,0,8,4.26,COMPLETED,2025-09-28 04:47:20.0
1372,173,2025-08-12,0,17.43,21.86,COMPLETED,2025-04-25 06:28:06.0
1373,174,2025-09-04,0,32.83,2.2,COMPLETED,2025-11-08 19:15:25.0
1374,175,2025-03-07,0,47.22,20.36,COMPLETED,2025-07-16 15:56:31.0
1375,176,2025-07-07,0,15.92,27.92,PENDING,2025-08-27 00:08:29.0
1376,177,2025-09-28,0,39.17,12.33,COMPLETED,2025-08-03 09:24:04.0
1377,178,2025-01-13,0,30.94,8.26,COMPLETED,2025-04-02 11:32:39.0
1378,179,2025-08-23,0,11.99,3.82,COMPLETED,2025-06-16 19:46:27.0
1379,180,2025-11-21,0,33.96,8.68,COMPLETED,2025-12-02 07:44:58.0
1380,181,2025-11-09,0,29.21,14.59,CANCELLED,2025-07-11 12:41:56.0
1381,182,2025-08-09,0,16.85,17.8,COMPLETED,2025-07-03 17:38:34.0
1382,183,2025-06-29,0,27.28,6.05,COMPLETED,2025-04-12 04:24:27.0
1383,184,2025-10-15,0,13.34,11.79,COMPLETED,2025-09-19 02:14:10.0
1384,185,2025-09-02,0,49.75,29.94,COMPLETED,2025-11-16 05:00:58.0
1385,186,2025-05-23,0,21.33,3.18,PENDING,2025-03-23 04:28:30.0
1386,187,2025-08-08,0,41.75,9.6,COMPLETED,2025-07-14 19:45:13.0
1387,188,2025-10-09,0,18.77,9.43,COMPLETED,2026-01-01 03:30:42.0
1388,189,2025-07-23,0,11.13,1.06,COMPLETED,2025-01-31 19:55:54.0
1389,190,2025-07-12,0,27.85,27.39,COMPLETED,2025-03-16 07:27:48.0
1390,191,2025-10-11,0,30.42,6.85,CANCELLED,2025-10-15 13:18:19.0
1391,192,2025-04-10,0,33.02,3.9,COMPLETED,2025-04-13 12:21:00.0
1392,193,2025-11-18,0,9.27,22.27,COMPLETED,2025-04-01 07:34:06.0
1393,194,2026-01-10,0,20.29,27.81,COMPLETED,2025-06-05 12:14:54.0
1394,195,2025-09-05,0,39.43,1.21,COMPLETED,2025-05-05 19:22:12.0
1395,196,2025-06-19,0,44.16,17.26,PENDING,2026-01-06 14:29:56.0
1396,197,2025-05-27,0,12.94,21.47,COMPLETED,2025-04-14 08:38:13.0
1397,198,2025-05-05,0,17.69,5.27,COMPLETED,2025-06-01 18:42:04.0
1398,199,2025-06-22,0,13.98,12.65,COMPLETED,2025-08-18 02:47:09.0
1399,200,2025-01-18,0,12.88,17.36,COMPLETED,2025-06-14 20:36:23.0
1400,201,2025-02-14,0,6.34,9.27,CANCELLED,2025-10-06 20:31:50.0
1401,202,2025-05-22,0,14.69,19.51,COMPLETED,2025-03-16 00:22:08.0
1402,203,2025-02-18,0,5.43,19.59,COMPLETED,2025-12-16 02:00:59.0
1403,204,2025-08-27,0,26.19,25.54,COMPLETED,2025-02-23 23:09:03.0
1404,205,2025-04-17,0,45.85,29.85,COMPLETED,2025-07-31 00:02:32.0
1405,206,2025-02-17,0,16.13,11.73,PENDING,2025-04-29 09:28:17.0
1406,207,2025-09-27,0,11.08,6.54,COMPLETED,2025-01-16 09:46:55.0
1407,208,2025-07-09,0,26.98,6.47,COMPLETED,2025-10-07 13:51:25.0
1408,209,2025-03-29,0,18.17,28.83,COMPLETED,2025-10-26 03:59:34.0
1409,210,2025-12-12,0,13.96,25.57,COMPLETED,2025-07-02 13:48:04.0
1410,211,2025-11-05,0,20.62,24.94,CANCELLED,2025-12-17 17:39:29.0
1411,212,2025-04-13,0,49.71,15.6,COMPLETED,2025-09-25 02:35:59.0
1412,213,2025-12-04,0,22.84,25.93,COMPLETED,2025-02-22 10:54:35.0
1413,214,2025-08-11,0,47.03,9.42,COMPLETED,2025-10-29 11:42:40.0
1414,215,2025-11-13,0,26.44,8.55,COMPLETED,2025-11-15 00:44:11.0
1415,216,2025-05-01,0,42.21,3.82,PENDING,2025-05-04 01:35:41.0
1416,217,2025-09-24,0,32.04,9.42,COMPLETED,2025-07-27 21:16:16.0
1417,218,2025-05-13,0,36.21,13.15,COMPLETED,2025-02-09 00:40:32.0
1418,219,2025-10-11,0,41.92,16.24,COMPLETED,2025-05-18 03:23:47.0
1419,220,2025-10-16,0,44.31,1.28,COMPLETED,2025-08-19 07:09:52.0
1420,221,2025-07-02,0,7.28,26.58,CANCELLED,2025-02-05 08:33:52.0
1421,222,2025-08-11,0,26.56,14.7,COMPLETED,2025-01-28 02:07:50.0
1422,223,2025-04-07,0,14.9,11.9,COMPLETED,2025-03-31 06:40:19.0
1423,224,2026-01-03,0,47.5,7.64,COMPLETED,2025-07-18 21:33:31.0
1424,225,2025-02-01,0,10.23,16.49,COMPLETED,2025-08-11 14:58:35.0
1425,226,2025-05-07,0,46.5,7.6,PENDING,2025-09-02 17:52:58.0
1426,227,2025-10-25,0,22.32,16.89,COMPLETED,2025-05-16 01:41:42.0
1427,228,2025-03-24,0,18.5,18.62,COMPLETED,2025-05-03 22:28:53.0
1428,229,2025-07-04,0,11.41,3.84,COMPLETED,2025-11-27 14:10:10.0
1429,230,2025-09-23,0,30.63,20.03,COMPLETED,2025-12-17 15:16:47.0
1430,231,2025-03-19,0,34.98,8.32,CANCELLED,2025-05-04 06:20:37.0
1431,232,2025-05-25,0,34.15,13.04,COMPLETED,2025-10-30 17:35:38.0
1432,233,2025-02-05,0,7.67,3.33,COMPLETED,2025-02-08 16:35:38.0
1433,234,2025-03-28,0,15.68,23.14,COMPLETED,2025-04-15 01:11:49.0
1434,235,2025-08-06,0,24.35,18.41,COMPLETED,2025-10-20 18:40:07.0
1435,236,2025-04-03,0,8.6,20.04,PENDING,2025-09-26 17:16:14.0
1436,237,2025-09-02,0,26.31,27.54,COMPLETED,2025-09-13 18:02:16.0
1437,238,2025-07-09,0,44.83,17.21,COMPLETED,2025-04-07 17:13:16.0
1438,239,2025-04-02,0,40.38,4.43,COMPLETED,2025-09-16 03:22:35.0
1439,240,2025-06-18,0,33.92,17.37,COMPLETED,2025-11-17 15:04:48.0
1440,241,2025-08-03,0,33.26,18.15,CANCELLED,2025-06-06 21:27:01.0
1441,242,2025-06-30,0,21.71,13.91,COMPLETED,2025-01-27 01:31:51.0
1442,243,2025-06-18,0,36.42,11.33,COMPLETED,2025-12-12 13:35:26.0
1443,244,2025-05-21,0,19.07,11.65,COMPLETED,2025-11-06 19:35:45.0
1444,245,2025-11-22,0,12.54,1.8,COMPLETED,2025-11-18 03:46:21.0
1445,246,2025-07-02,0,48.83,29.17,PENDING,2025-04-25 17:37:16.0
1446,247,2025-03-10,0,13.94,8.34,COMPLETED,2025-09-01 07:49:22.0
1447,248,2025-02-26,0,19.77,27.16,COMPLETED,2025-02-26 03:49:50.0
1448,249,2025-12-22,0,13.63,25.17,COMPLETED,2025-09-19 07:32:19.0
1449,250,2025-08-01,0,9.57,8.51,COMPLETED,2025-02-06 04:10:58.0
1450,251,2025-11-10,0,17.21,13.08,CANCELLED,2025-11-13 22:05:13.0
1451,252,2025-11-01,0,46.67,28.6,COMPLETED,2025-02-10 17:07:51.0
1452,253,2025-01-30,0,11.56,14.84,COMPLETED,2025-12-05 23:35:03.0
1453,254,2025-06-02,0,29.11,26.31,COMPLETED,2025-09-28 21:37:18.0
1454,255,2025-03-17,0,43,29.11,COMPLETED,2025-08-13 15:18:48.0
1455,256,2025-05-02,0,20.62,25.44,PENDING,2025-05-27 22:38:31.0
1456,257,2025-02-22,0,13.52,12.64,COMPLETED,2025-12-06 17:33:56.0
1457,258,2025-08-14,0,33.17,4.43,COMPLETED,2025-09-20 23:19:13.0
1458,259,2025-08-05,0,24.98,10.16,COMPLETED,2025-04-21 11:53:24.0
1459,260,2025-02-18,0,46.54,19.61,COMPLETED,2025-03-27 12:07:13.0
1460,261,2025-09-09,0,37.87,14.6,CANCELLED,2025-07-15 18:24:00.0
1461,262,2025-03-03,0,39.86,5.93,COMPLETED,2025-02-24 09:00:42.0
1462,263,2025-12-30,0,41.11,22.28,COMPLETED,2025-11-18 13:46:28.0
1463,264,2025-08-02,0,9.57,17.4,COMPLETED,2025-12-20 22:39:40.0
1464,265,2025-07-28,0,41.81,8.68,COMPLETED,2025-06-03 17:02:51.0
1465,266,2025-06-25,0,8.15,7.8,PENDING,2025-08-22 15:04:56.0
1466,267,2025-06-11,0,40.68,25.18,COMPLETED,2025-07-08 10:00:20.0
1467,268,2025-07-29,0,28.14,3.6,COMPLETED,2025-11-11 02:43:46.0
1468,269,2025-06-17,0,24.71,27.5,COMPLETED,2025-06-21 08:13:27.0
1469,270,2025-11-29,0,5.58,15.95,COMPLETED,2025-02-09 07:52:44.0
1470,271,2025-01-16,0,11.08,8.3,CANCELLED,2025-03-04 09:50:02.0
1471,272,2025-04-22,0,35.77,11.84,COMPLETED,2025-02-19 02:03:43.0
1472,273,2025-10-09,0,31.12,10.94,COMPLETED,2025-07-31 22:09:50.0
1473,274,2025-01-16,0,44.42,6.57,COMPLETED,2025-02-06 08:04:08.0
1474,275,2025-07-06,0,18.62,1.38,COMPLETED,2025-09-16 21:42:06.0
1475,276,2025-09-29,0,16.69,2.63,PENDING,2025-06-04 01:08:54.0
1476,277,2025-10-16,0,34.13,21.72,COMPLETED,2025-06-18 22:08:24.0
1477,278,2025-12-01,0,8.65,29.66,COMPLETED,2025-07-31 17:56:49.0
1478,279,2025-01-30,0,28.25,14.77,COMPLETED,2025-10-02 17:13:02.0
1479,280,2025-04-13,0,32.37,9.47,COMPLETED,2025-03-08 07:26:28.0
1480,281,2025-08-29,0,12.95,29.1,CANCELLED,2025-07-31 23:06:51.0
1481,282,2025-08-23,0,17.67,4.07,COMPLETED,2025-12-07 18:28:05.0
1482,283,2025-04-17,0,46.71,26.71,COMPLETED,2025-08-16 02:19:33.0
1483,284,2025-10-05,0,30.74,16.58,COMPLETED,2025-10-19 21:22:55.0
1484,285,2025-04-02,0,48.49,13.56,COMPLETED,2025-03-11 23:27:09.0
1485,286,2025-04-09,0,21.29,11.21,PENDING,2025-10-26 02:28:06.0
1486,287,2025-12-08,0,41.8,22.22,COMPLETED,2025-04-15 16:23:23.0
1487,288,2025-07-20,0,26.78,23.81,COMPLETED,2025-02-20 03:36:36.0
1488,289,2025-07-21,0,49.19,23.48,COMPLETED,2025-05-10 08:02:55.0
1489,290,2025-06-29,0,12.3,21.57,COMPLETED,2025-01-20 06:35:41.0
1490,291,2025-06-17,0,32.05,29.44,CANCELLED,2025-08-24 13:56:43.0
1491,292,2025-05-19,0,28.65,20.87,COMPLETED,2025-04-19 18:14:51.0
1492,293,2025-07-20,0,45.86,4.53,COMPLETED,2025-07-07 17:14:39.0
1493,294,2025-01-24,0,33.98,2.96,COMPLETED,2025-07-25 07:59:12.0
1494,295,2025-01-15,0,36.53,6.76,COMPLETED,2025-02-28 05:15:12.0
1495,296,2025-04-08,0,45.17,29.85,PENDING,2025-10-24 07:48:58.0
1496,297,2025-02-15,0,34.78,3.59,COMPLETED,2025-03-22 07:06:27.0
1497,298,2025-04-20,0,16.1,7.2,COMPLETED,2025-09-04 16:11:36.0
1498,299,2025-06-19,0,23.62,7.65,COMPLETED,2025-08-13 07:55:07.0
1499,300,2025-02-23,0,6.67,28.58,COMPLETED,2025-06-15 09:47:51.0
1500,1,2025-04-23,0,43.41,8.7,CANCELLED,2025-07-31 01:33:04.0
1501,2,2025-11-26,0,43.44,11.64,COMPLETED,2025-07-24 00:29:09.0
1502,3,2025-05-09,0,48.82,17.05,COMPLETED,2025-09-22 22:23:30.0
1503,4,2025-12-23,0,36.68,6.85,COMPLETED,2025-07-20 14:20:28.0
1504,5,2025-10-08,0,8.16,6.83,COMPLETED,2025-08-24 12:46:16.0
1505,6,2025-04-06,0,45.45,3.67,PENDING,2025-12-25 02:33:24.0
1506,7,2025-09-17,0,20.79,28.16,COMPLETED,2025-03-06 04:00:16.0
1507,8,2025-05-09,0,5.83,2.45,COMPLETED,2025-04-25 07:52:02.0
1508,9,2025-06-24,0,25.89,10.54,COMPLETED,2025-02-21 07:45:13.0
1509,10,2025-04-15,0,21.27,21.13,COMPLETED,2025-06-11 03:46:58.0
1510,11,2025-05-26,0,33.93,4.49,CANCELLED,2025-03-31 07:44:45.0
1511,12,2025-01-31,0,23.7,25.36,COMPLETED,2025-03-16 04:53:33.0
1512,13,2025-07-20,0,24.35,24.35,COMPLETED,2025-05-17 05:15:41.0
1513,14,2025-02-05,0,6.94,19.28,COMPLETED,2025-12-26 02:55:57.0
1514,15,2025-10-30,0,14.09,10.06,COMPLETED,2025-03-23 22:57:12.0
1515,16,2025-02-28,0,23.76,6.63,PENDING,2025-10-18 08:41:24.0
1516,17,2025-08-06,0,44.7,6.8,COMPLETED,2025-03-26 17:32:21.0
1517,18,2025-12-19,0,45.31,3.17,COMPLETED,2025-02-19 10:41:27.0
1518,19,2025-04-27,0,19.45,6.11,COMPLETED,2025-04-24 07:30:42.0
1519,20,2025-09-20,0,46.94,26.55,COMPLETED,2025-03-25 03:32:21.0
1520,21,2025-04-03,0,38.39,16.03,CANCELLED,2025-06-01 20:05:48.0
1521,22,2025-12-21,0,35.63,23.27,COMPLETED,2025-04-11 10:40:55.0
1522,23,2025-05-15,0,33.86,21.37,COMPLETED,2025-06-01 00:44:08.0
1523,24,2025-04-04,0,44.97,25.02,COMPLETED,2025-12-16 17:28:56.0
1524,25,2025-07-05,0,19.4,18.12,COMPLETED,2026-01-06 14:40:15.0
1525,26,2025-09-21,0,46.16,22.14,PENDING,2025-11-01 18:45:38.0
1526,27,2025-04-14,0,49.17,12.11,COMPLETED,2025-10-13 09:17:55.0
1527,28,2025-01-22,0,28.01,25.76,COMPLETED,2025-01-18 19:35:54.0
1528,29,2025-02-02,0,42.38,13.36,COMPLETED,2025-02-06 10:47:23.0
1529,30,2025-12-07,0,48.29,29.86,COMPLETED,2025-12-05 14:21:20.0
1530,31,2025-07-05,0,45.61,13.21,CANCELLED,2025-03-11 07:23:20.0
1531,32,2025-04-02,0,45.64,29.19,COMPLETED,2025-10-17 19:15:45.0
1532,33,2025-05-24,0,39.5,22.44,COMPLETED,2025-05-29 19:45:19.0
1533,34,2025-03-10,0,32.45,1.08,COMPLETED,2025-07-02 18:28:56.0
1534,35,2025-04-24,0,45.56,26.16,COMPLETED,2025-12-30 02:52:37.0
1535,36,2025-11-03,0,32.97,22.57,PENDING,2025-06-04 09:32:50.0
1536,37,2025-07-24,0,10.8,17.05,COMPLETED,2025-02-27 15:32:19.0
1537,38,2025-03-09,0,42.05,6.15,COMPLETED,2025-12-25 17:12:42.0
1538,39,2025-10-23,0,5.52,25.94,COMPLETED,2025-12-08 21:25:48.0
1539,40,2025-03-20,0,36.55,13.62,COMPLETED,2025-08-22 16:09:37.0
1540,41,2025-04-15,0,10.51,26.4,CANCELLED,2025-03-19 06:43:43.0
1541,42,2025-11-29,0,43.55,16.01,COMPLETED,2025-05-14 12:40:18.0
1542,43,2025-04-21,0,18.22,29.16,COMPLETED,2025-09-29 02:25:28.0
1543,44,2025-06-14,0,38.25,21.71,COMPLETED,2025-01-15 00:36:38.0
1544,45,2026-01-01,0,48.86,21.88,COMPLETED,2025-05-26 16:08:16.0
1545,46,2025-04-23,0,11.74,9.32,PENDING,2025-03-04 03:39:17.0
1546,47,2025-04-04,0,31.97,21.9,COMPLETED,2025-05-15 13:51:06.0
1547,48,2025-09-21,0,24.72,27.81,COMPLETED,2025-07-24 19:01:51.0
1548,49,2026-01-03,0,38.45,25.9,COMPLETED,2025-09-20 09:44:27.0
1549,50,2025-07-22,0,16.76,9.05,COMPLETED,2025-10-30 05:00:17.0
1550,51,2025-08-11,0,28.61,5.8,CANCELLED,2025-08-07 13:11:41.0
1551,52,2025-06-21,0,45.14,2.29,COMPLETED,2025-10-12 04:04:06.0
1552,53,2025-01-18,0,31.1,22.15,COMPLETED,2025-06-28 10:39:33.0
1553,54,2025-03-08,0,37.5,8.42,COMPLETED,2025-07-04 21:19:57.0
1554,55,2025-04-24,0,31.83,15.11,COMPLETED,2025-08-08 02:35:14.0
1555,56,2025-09-27,0,24.9,5.04,PENDING,2025-04-12 10:49:05.0
1556,57,2025-12-29,0,42.34,18.49,COMPLETED,2025-12-20 23:25:47.0
1557,58,2026-01-12,0,49.64,6.8,COMPLETED,2025-07-31 05:46:28.0
1558,59,2025-07-14,0,44.84,2.97,COMPLETED,2025-09-29 12:54:03.0
1559,60,2025-12-28,0,19.93,4.4,COMPLETED,2025-04-09 07:41:00.0
1560,61,2025-11-08,0,25.24,7.05,CANCELLED,2025-11-14 15:31:06.0
1561,62,2025-11-15,0,13.12,29.95,COMPLETED,2025-04-16 05:09:21.0
1562,63,2025-09-10,0,20.54,22.63,COMPLETED,2025-04-06 04:05:57.0
1563,64,2025-05-01,0,23.76,28.83,COMPLETED,2025-07-29 02:03:36.0
1564,65,2025-09-05,0,39.58,15.38,COMPLETED,2025-06-21 20:28:20.0
1565,66,2025-02-24,0,16,21.52,PENDING,2025-07-19 21:18:49.0
